A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
128,127.14025792895114,1.0,0.507125786345832,200.66672702223389,10.0,0.3808095256903037,135.14644834302194,10.0,0.28678980791895103,318.38071342524773,10.0,0.5306441437414248,90.58251025891235,10.0,0.5451358371972447,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,null_policy,dikesnet
108,231.3451578489134,10.0,0.08859450103481507,206.31969907261555,1.0,0.6376720570748174,330.75289488762144,1.5,0.9039275344088646,69.15492143960148,10.0,0.9544777090117726,147.97967355106476,1.5,0.34656243465334613,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,null_policy,dikesnet
97,42.891979634662654,1.0,0.44873157694670174,237.80979200853977,1.0,0.9042432177510034,180.23049903853195,1.0,0.48932664409496235,66.47149084350957,1.5,0.7907330518243507,317.16888539201744,1.5,0.4004904661322966,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,null_policy,dikesnet
40,239.6899659763159,1.0,0.9813672404427565,211.40293932424152,1.5,0.6967498266640555,246.15812175546841,1.5,0.16554621129609154,170.58256047637914,10.0,0.7022158267843204,158.47001149289224,10.0,0.3960175148746738,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,null_policy,dikesnet
46,307.3654933934254,1.5,0.1408479404351718,69.33498126503491,1.0,0.6475113561248768,68.3307713224614,1.5,0.9340374065279347,293.03297612489115,1.0,0.8784722514446035,98.66773189678239,1.0,0.9082382366836957,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,null_policy,dikesnet
52,275.56951585894126,1.5,0.4276541034041845,105.08886909471956,1.0,0.40964018727495016,163.3741479336826,1.0,0.019585353490487085,72.80555502021338,1.0,0.5500800547528727,140.98171108981376,1.0,0.39843837400145427,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,null_policy,dikesnet
92,247.93430101603957,1.5,0.11194530139901078,99.59909123721492,1.5,0.42386791643942345,66.39355782362955,1.5,0.6847983787467292,69.07005743318962,1.5,0.7074082014747152,216.07322664260488,10.0,0.12718939884644423,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,null_policy,dikesnet
123,325.8769201033551,1.5,0.9863277503637787,161.27545034130003,1.0,0.3837144853815838,111.25083090624501,10.0,0.32389040468607816,158.17778415996227,1.0,0.0350015316447461,250.21118648553778,1.5,0.4335780164188355,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,null_policy,dikesnet
72,98.45842778029828,1.0,0.2021693397963493,228.64668966121098,1.5,0.5107562853099009,172.31764474441297,1.5,0.8839776773740836,348.49144532282133,1.0,0.31043331157543574,335.5418578991315,10.0,0.320259297232161,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,null_policy,dikesnet
118,277.1320032766604,10.0,0.4864811686061697,78.07432692384293,10.0,0.13618702129626098,235.331452492203,1.0,0.08928700036016463,304.8653981441502,1.0,0.5154502242349714,47.6578069186741,1.0,0.7934969881056256,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,null_policy,dikesnet
132,234.09444162036166,10.0,0.3327154398934933,104.70941646254533,1.5,0.8734028472476416,78.84169377968294,1.5,0.2775006992090744,39.18594400132524,1.0,0.04002901261371585,221.38639670751533,1.5,0.6527578430166092,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,null_policy,dikesnet
70,123.95150194819871,1.0,0.5115232411649554,110.87048964230686,1.5,0.9997659846221183,346.2199394991545,1.0,0.047990747087963394,31.94239717006915,10.0,0.3947506077546654,75.70998085197229,1.5,0.952099579996909,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,null_policy,dikesnet
31,77.63713874878218,1.0,0.30550064187482073,55.031847039957455,1.0,0.2204607750663936,287.57220712558023,10.0,0.44478518718755533,120.12411627144026,1.5,0.7635021539585385,40.49466136983929,10.0,0.9200869752836162,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,null_policy,dikesnet
109,208.8148263759875,10.0,0.9201885075909851,305.9372138542577,1.0,0.5319443144891932,143.92091691604858,1.0,0.24491939687992365,135.24320585358686,10.0,0.8665605543388271,81.93256828247078,10.0,0.5369282851202156,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,null_policy,dikesnet
93,191.13690629039678,10.0,0.2556173113225388,81.61527046519066,1.5,0.7274355963292871,229.25663868085635,1.5,0.5929838052849499,91.19121414279171,10.0,0.8780380841321189,323.1973835984449,10.0,0.8160367518868796,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,null_policy,dikesnet
23,150.6302956761103,1.5,0.08176034319435925,219.68418192117778,10.0,0.015777604171686874,215.7110188296965,10.0,0.5666056514844606,55.128044487889554,10.0,0.9661792918624791,64.36731672256684,1.0,0.2194938250576798,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,null_policy,dikesnet
83,72.96257593207592,10.0,0.8231371960445459,178.88146330069102,1.0,0.5393165523286668,40.39309837254428,1.0,0.4929330987007981,259.2220674217182,10.0,0.9249168698422914,167.74310029591638,1.0,0.13712360868202897,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,null_policy,dikesnet
73,317.3724524343082,10.0,0.327859603198291,241.56006067289223,1.0,0.31952336400062903,297.4138163342855,1.5,0.7836017096921513,273.24739667967543,1.0,0.8677675517667521,74.95095308890278,1.5,0.3754634539677335,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,null_policy,dikesnet
50,76.75558362279801,1.0,0.13223500191563814,334.83209548703,10.0,0.798806242693292,279.223446025278,10.0,0.503868263577023,285.8752217969966,10.0,0.4158634656620726,35.26916869216492,1.0,0.29475986579476504,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,null_policy,dikesnet
49,184.74540181562128,1.0,0.8723133540714016,346.14422267275467,1.0,0.6331823998985792,60.96288701379138,1.5,0.7915875896845379,208.21261694857378,10.0,0.022086884236378612,99.09323719529357,1.0,0.45947785444117767,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,null_policy,dikesnet
53,136.73507630809658,1.5,0.5776005910027654,232.92945438495934,1.0,0.1112975540013773,58.57346661065697,1.5,0.8325380219682642,249.3168309490589,1.0,0.1291948767901596,78.53420885499028,1.0,0.5930905534659324,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,null_policy,dikesnet
71,223.24296192910109,10.0,0.6054183826561264,49.68991442273464,10.0,0.48627643909936596,204.24908678312676,1.0,0.6864094330677748,306.9735139100651,1.5,0.3300957400962196,124.4527234267747,1.0,0.2763333428625759,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,null_policy,dikesnet
132,130.0972178414579,10.0,0.8293878240948195,105.66617983439284,1.0,0.9654154648165418,240.7556265540586,10.0,0.02397190880332929,148.35018264919356,1.5,0.8006828143724037,140.0102962549745,1.0,0.40370389753089503,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,null_policy,dikesnet
25,85.77708221869432,1.5,0.10228245698162526,252.06386024001543,1.0,0.34251161495938415,34.12047053696039,1.0,0.3802390496262211,61.44047170014927,1.0,0.16064420995372217,86.92217212191487,1.5,0.5334868116240936,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,null_policy,dikesnet
46,227.18414064468317,1.0,0.7971520781776035,58.93505621718106,10.0,0.2573357660310216,177.53060061173696,10.0,0.8057016243599482,120.64196296561573,1.5,0.9195321897914103,130.80320226501698,1.0,0.11903303038394988,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,null_policy,dikesnet
40,344.74512464238296,1.0,0.7886140714309999,168.25737081588156,1.5,0.9613248466473646,225.27358015552528,1.0,0.5470210746201418,184.86680727053206,1.5,0.13225827315142294,128.73884993968122,1.5,0.8877835669052654,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,null_policy,dikesnet
70,315.86678289990493,1.0,0.2420485793800881,117.25830988939693,10.0,0.6090378092228291,80.81221488291263,10.0,0.2371122996350768,333.7174455093646,10.0,0.7977985684100617,55.51448662838515,1.5,0.4236147292849432,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,null_policy,dikesnet
59,220.61899774491937,1.0,0.8836789628071334,183.23884219355978,1.5,0.21557577725793503,130.06602394991546,1.0,0.72290010147603,222.80686066807385,10.0,0.5182024404052173,183.66416201745264,1.0,0.6790832614734402,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,null_policy,dikesnet
111,219.23774047942356,1.0,0.34471054787701255,312.7227820074711,10.0,0.8049122193581811,45.16058181571212,10.0,0.4722096252280211,58.72158492820397,1.5,0.8882648467062123,291.00629434223197,1.0,0.26271669100774736,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,null_policy,dikesnet
49,92.12612006929251,1.5,0.20842037952320688,161.06504758913326,1.0,0.8917001055159133,304.19741172846307,1.0,0.7684010279885529,123.41746513044576,10.0,0.8696840300864859,35.64166265009651,1.5,0.18646906212927203,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,null_policy,dikesnet
129,222.748404530998,1.0,0.3300176284731155,42.93771205519356,1.5,0.8986837997277292,218.5957455995637,10.0,0.9627876785159969,310.01918089537406,10.0,0.1030167549885464,178.293003700073,1.5,0.11944698600488679,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,null_policy,dikesnet
91,58.51361935040786,1.5,0.7844349414161521,38.55225505897754,10.0,0.4396339806893935,94.76139233024904,10.0,0.6163759645526015,281.20592971311487,10.0,0.3550617349430638,87.87052309648219,1.5,0.20628726173811454,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,null_policy,dikesnet
115,310.36276529104106,10.0,0.026227264728887575,66.22851787194163,1.5,0.32531130638036804,260.35616826526973,1.0,0.6184011371499306,236.4382516286023,10.0,0.8040022456629441,126.33501010674367,1.0,0.5756542223122879,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,null_policy,dikesnet
11,299.87297462150224,1.5,0.5339807706410923,140.14496944657498,10.0,0.18549345495651465,187.2948067864947,1.0,0.7779217204118629,116.43267047673838,10.0,0.6967227799888329,243.21169179181118,10.0,0.8610125871156022,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,null_policy,dikesnet
66,306.3768776124226,1.5,0.24611120947993143,269.1810611028948,1.5,0.1408547358013653,341.43076914455105,10.0,0.8084227429483508,45.36638206595387,1.0,0.8100983052838676,343.7815815381443,1.0,0.5397936527771776,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,null_policy,dikesnet
113,53.42601312566957,1.0,0.5288998371274828,260.3499459094416,10.0,0.984350228577789,40.09349582825365,1.0,0.4259675658496683,169.25503361901147,1.5,0.99443200325457,144.61536266775155,1.5,0.7447935585178729,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,null_policy,dikesnet
55,117.34884504734293,10.0,0.9770628716646566,113.75548111138693,1.5,0.37927195625012483,48.212669742355004,1.0,0.49258081424756217,196.56976285198257,1.0,0.7493821416487924,183.7606018063609,10.0,0.9332866251539659,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,null_policy,dikesnet
33,101.5259431942226,10.0,0.9729737592560062,192.9620392394811,1.0,0.2937908462803191,83.89710656399153,10.0,0.3695714993376608,257.7066520756605,10.0,0.002154733678331277,42.352981703123945,1.0,0.5327617904091857,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,null_policy,dikesnet
12,182.70303680768086,10.0,0.746738495463202,228.3816523715237,1.0,0.4979048582462952,321.29640008340425,1.5,0.5936605134481925,128.27369747419786,1.0,0.185377998564991,150.2119557715127,1.0,0.4926272459701778,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,null_policy,dikesnet
55,236.93009989967942,1.5,0.5983180250610924,113.86322709574033,1.5,0.48121191165732324,85.50628765962833,1.5,0.6785297208272434,333.25574741909975,1.5,0.04918118663057014,198.93773965490794,1.0,0.4298890888000163,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,null_policy,dikesnet
29,89.02519185007425,10.0,0.35467144934102884,60.355855328322605,1.5,0.5365791096330753,92.56842081062243,1.0,0.7775765308039476,45.98607552377891,1.0,0.9501250259911542,240.25084818553023,1.5,0.006650305155543705,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,null_policy,dikesnet
13,190.31148842343728,1.0,0.4533522278790007,327.31857944055736,1.5,0.07289064079619925,209.1192037030782,1.0,0.034529256343064335,107.09555072049665,10.0,0.48607156227546877,75.17646745658999,1.5,0.30926093669752425,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,null_policy,dikesnet
78,265.90663149541234,10.0,0.9703881452727651,259.4342530284442,10.0,0.48564341240131537,56.26199096124061,1.5,0.8517106327919954,284.79664260647223,1.0,0.3817247803656296,270.5185306899921,1.5,0.2828816480563256,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,null_policy,dikesnet
103,94.28506248573187,10.0,0.5478977567912338,136.8525648169262,1.0,0.7078219534044659,280.2526820728927,1.0,0.7092773459044058,45.49497737244979,1.5,0.6790966053382553,305.33578491910214,1.0,0.9755586934528925,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,null_policy,dikesnet
97,184.93391235410456,1.0,0.39685417707737797,203.66272526207564,1.5,0.3598297980706786,263.2875285292165,1.5,0.009480373729698033,123.11339817562344,1.5,0.6186087280852692,132.64692593599625,1.0,0.8182599719168232,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,null_policy,dikesnet
3,108.02616450793278,1.5,0.6820421878548615,145.9656854573413,1.0,0.3795137518580653,193.87429951656273,10.0,0.06741348560046073,289.74307092875387,10.0,0.6906461588170162,249.40300793715176,1.5,0.5033558024856627,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,null_policy,dikesnet
104,122.60866273403809,1.5,0.3371018973117953,66.57781986023457,1.0,0.7034160739879258,174.0987792569721,1.0,0.3863103590439082,310.4379363302491,1.0,0.4387854586888676,88.10838151438901,1.0,0.0692093839632661,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,null_policy,dikesnet
30,34.462464060157615,1.5,0.9091120099337994,342.8706305722507,1.0,0.27394800312476336,241.31784242803295,1.0,0.49094844089059386,46.38133037161859,10.0,0.8942347489624219,257.1860600964307,10.0,0.9933684460865618,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,null_policy,dikesnet
105,86.82617508403698,1.5,0.8002520801314557,161.417583176891,10.0,0.2159082052460012,275.09010584626895,1.0,0.9698283570694485,280.07109239327673,1.5,0.22665116513679526,32.97544573872192,1.5,0.4763492368570786,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,null_policy,dikesnet
60,71.30522245018742,1.0,0.8577392716062125,123.68721879989779,10.0,0.38851058204925976,327.75702524917926,1.0,0.3188887861649212,338.4274459004955,1.0,0.1352539452473433,71.12112287791044,10.0,0.5932692042727935,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,null_policy,dikesnet
6,281.0480095458246,1.0,0.3430486491194458,232.56692099638792,10.0,0.9406950099030529,340.60921119909045,1.5,0.39538866999533573,253.2212410122023,1.0,0.5102003754961093,210.84720550271732,10.0,0.12092107105005404,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,null_policy,dikesnet
75,134.12008158606648,1.5,0.5230586462832234,122.09333337238849,10.0,0.32968776052166937,47.75360352123205,1.0,0.3427875628064911,258.641876440265,1.5,0.4719818532121645,299.43017574669045,1.5,0.5767876362410949,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,null_policy,dikesnet
121,290.9637411703414,1.0,0.298441034344407,98.53395272359553,1.5,0.5149473649945217,43.18455436066164,1.5,0.9095027718515053,64.45363703184454,1.0,0.29998956432852325,199.16555854112286,1.0,0.30256188353773444,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,null_policy,dikesnet
109,259.5327145426252,1.5,0.48545101165675514,133.37356929033888,1.5,0.3336465217923346,71.77499853156489,10.0,0.9380367817723548,289.81930897423644,1.5,0.36697673571425493,41.00400233379629,10.0,0.038076548430525575,4.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,null_policy,dikesnet
21,114.86452344513413,1.0,0.10885262601607193,78.81731072062205,1.5,0.3955332845973956,170.42853937897647,1.5,0.5353429507433222,234.7150398283564,1.5,0.7295023466485246,297.1433223081223,10.0,0.955919708687419,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,null_policy,dikesnet
86,302.4004672363366,1.0,0.38177597334054497,58.04095622051091,1.0,0.2695015026239168,181.83848503490267,1.5,0.547672034773698,47.63904046897791,1.0,0.32938919849702103,98.32541107724326,1.0,0.12476762272538595,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,null_policy,dikesnet
77,216.08584583080722,1.0,0.38331243469853893,80.74782060977253,1.0,0.11268096471907188,130.2178980684476,1.0,0.5322931318199897,47.72002506431564,1.5,0.07396620021455218,289.30180873330767,1.0,0.6670368138341692,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,null_policy,dikesnet
68,103.58099808985335,10.0,0.7414910185635127,42.33209254008163,1.5,0.7358035077919626,212.72276988509657,1.5,0.14500117879431376,128.9733935548086,1.5,0.9687845285333201,58.26632131509079,1.0,0.408026811331821,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,null_policy,dikesnet
36,280.46810710761406,1.5,0.16976345189118092,216.54351649116057,1.5,0.7883742140741646,74.48968776482026,1.5,0.35853256920803617,57.08391323538491,1.5,0.5934327502052437,288.88067827135507,1.0,0.5825112092663611,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,null_policy,dikesnet
37,280.98204586356076,1.0,0.20293877954145836,182.42502077588182,10.0,0.15391309790781724,341.4234706620417,10.0,0.8250054734971914,67.3286900954604,10.0,0.0896761797237592,48.949716096243534,1.0,0.1794495873863892,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,null_policy,dikesnet
51,63.00469587337198,1.0,0.8431591126789137,91.84361071338103,1.5,0.19566405091591024,115.30948342831036,10.0,0.8110989604525127,125.47765333623337,1.0,0.43722040681107827,203.13723370409247,1.0,0.7863190092612281,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,null_policy,dikesnet
121,77.84394805350644,1.0,0.8523369394117924,35.98711539844,1.5,0.058185790434258165,127.69124263131339,10.0,0.98580597068439,277.98726903154386,1.5,0.17656910851312035,156.48687508398714,10.0,0.13327768773809134,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,null_policy,dikesnet
34,287.55277433204947,1.0,0.3569909162073525,80.11328415458011,1.5,0.8292844095350544,205.14245200023936,10.0,0.09255547222011151,345.7097913650005,1.0,0.19285449190691872,70.93901731857994,10.0,0.20017832098143626,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,null_policy,dikesnet
96,179.49975732739676,1.5,0.6767391282968404,322.70513909769664,10.0,0.7788658163539124,52.15952798444091,10.0,0.21039338188002218,222.94666220317254,1.0,0.3780058140052394,79.80296373448084,10.0,0.36067725333931283,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,null_policy,dikesnet
79,40.28199304058407,1.0,0.4962647466990931,198.68028734221855,1.5,0.9184802568929548,89.20487423892723,10.0,0.1540705103546375,115.64623051242071,1.5,0.4033606161205207,292.9931957780873,1.0,0.7745717980457985,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,null_policy,dikesnet
100,55.77886559973167,1.0,0.7534525939871148,280.1407987227944,10.0,0.9173281618362413,171.5550368247201,1.5,0.21842439424487886,150.4884582183277,1.0,0.7888185490699414,221.88884545961346,1.5,0.19772964168287538,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,null_policy,dikesnet
96,46.36611785631006,1.0,0.2159718323500728,47.7558539641599,1.0,0.12998941457343047,282.1248024859707,1.5,0.7470474822415667,75.18167442880556,1.5,0.12844932356317168,262.08344731002853,1.5,0.6445428006420149,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,null_policy,dikesnet
